lh.aparc.a2009s.area	lh_G&S_frontomargin_area	lh_G&S_occipital_inf_area	lh_G&S_paracentral_area	lh_G&S_subcentral_area	lh_G&S_transv_frontopol_area	lh_G&S_cingul-Ant_area	lh_G&S_cingul-Mid-Ant_area	lh_G&S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg&S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet&P_trans_area	lh_S_oc_middle&Lunatus_area	lh_S_oc_sup&transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med&Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-NDARDF374LGN_acq-HCP_T1w	626.0	1172.0	1164.0	1400.0	538.0	1545.0	778.0	894.0	534.0	229.0	1740.0	826.0	277.0	730.0	3002.0	4850.0	470.0	468.0	1992.0	1329.0	1212.0	1883.0	1003.0	1482.0	1735.0	2900.0	2099.0	1475.0	1915.0	2359.0	533.0	73.0	482.0	1620.0	653.0	847.0	1466.0	2122.0	205.0	169.0	1030.0	1589.0	1183.0	1935.0	2287.0	975.0	298.0	954.0	1294.0	472.0	360.0	1772.0	934.0	1965.0	325.0	2156.0	858.0	1116.0	793.0	581.0	1412.0	146.0	301.0	699.0	1972.0	774.0	2011.0	1259.0	1235.0	319.0	1016.0	1302.0	4438.0	403.0	90957.0	1193472.0	1575676.992527
sub-NDAREY897LB1_acq-HCP_T1w	931.0	1208.0	1178.0	1074.0	694.0	1588.0	1162.0	1295.0	437.0	232.0	1436.0	1463.0	368.0	1333.0	3834.0	5527.0	378.0	508.0	1718.0	890.0	1301.0	2227.0	1037.0	1667.0	2096.0	2424.0	1454.0	1014.0	2252.0	1527.0	589.0	535.0	259.0	1543.0	496.0	909.0	1597.0	2538.0	176.0	378.0	895.0	1446.0	927.0	1970.0	1662.0	638.0	376.0	860.0	1341.0	485.0	343.0	2096.0	872.0	2407.0	464.0	1626.0	923.0	506.0	645.0	837.0	1759.0	352.0	331.0	716.0	1322.0	974.0	1345.0	1892.0	940.0	352.0	522.0	1221.0	4491.0	215.0	91026.5	1190979.0	1563456.335166
sub-NDAREZ416XDW_acq-HCP_T1w	1021.0	1119.0	952.0	941.0	516.0	1538.0	956.0	1193.0	503.0	255.0	1914.0	902.0	288.0	638.0	3478.0	5023.0	460.0	494.0	1847.0	1066.0	1048.0	2379.0	1225.0	1835.0	1876.0	2093.0	1852.0	1279.0	1570.0	1691.0	678.0	468.0	361.0	1253.0	467.0	622.0	1587.0	1457.0	164.0	226.0	726.0	1509.0	1217.0	2479.0	2209.0	819.0	346.0	906.0	1083.0	904.0	395.0	1872.0	1212.0	2262.0	294.0	2110.0	1038.0	1096.0	556.0	639.0	1197.0	322.0	503.0	1176.0	1772.0	1088.0	2089.0	1070.0	931.0	479.0	813.0	961.0	4530.0	314.0	90150.0	1238979.0	1593555.215147
sub-NDARFB322DRA_acq-HCP_T1w	768.0	1034.0	785.0	1235.0	441.0	1302.0	907.0	841.0	474.0	268.0	1073.0	1054.0	358.0	836.0	2930.0	4477.0	518.0	679.0	1113.0	785.0	1240.0	2189.0	1063.0	1383.0	1418.0	2098.0	1533.0	1584.0	2148.0	1423.0	501.0	206.0	299.0	1125.0	386.0	593.0	1759.0	1551.0	219.0	307.0	807.0	1260.0	887.0	1663.0	1789.0	547.0	355.0	874.0	1319.0	615.0	309.0	1520.0	895.0	1739.0	43.0	1203.0	421.0	783.0	438.0	724.0	1413.0	336.0	324.0	619.0	1115.0	828.0	1322.0	1353.0	1035.0	334.0	619.0	1020.0	3410.0	249.0	77076.6	1045776.0	1426320.640185
sub-NDARFR696PLG_acq-HCP_T1w	721.0	982.0	1134.0	920.0	479.0	1441.0	973.0	957.0	605.0	283.0	709.0	855.0	345.0	1059.0	3288.0	4618.0	433.0	499.0	1114.0	719.0	1123.0	1181.0	824.0	1270.0	1623.0	2468.0	1984.0	1588.0	1574.0	1893.0	743.0	311.0	292.0	1379.0	436.0	847.0	1322.0	1667.0	213.0	210.0	796.0	942.0	854.0	940.0	2163.0	620.0	373.0	873.0	1165.0	544.0	139.0	1200.0	1243.0	2119.0	361.0	2001.0	311.0	609.0	240.0	703.0	1055.0	334.0	332.0	677.0	1089.0	911.0	2276.0	959.0	962.0	466.0	783.0	1088.0	3874.0	266.0	78352.2	1125066.0	1615297.08145
sub-NDARFT787HJW_acq-HCP_T1w	935.0	1389.0	1121.0	1240.0	657.0	1501.0	855.0	925.0	481.0	259.0	1502.0	1255.0	307.0	940.0	3301.0	5997.0	567.0	532.0	1975.0	972.0	1330.0	2209.0	1040.0	2144.0	2198.0	2240.0	2114.0	1868.0	2222.0	2489.0	729.0	551.0	428.0	1796.0	336.0	1028.0	1687.0	2111.0	282.0	299.0	951.0	1616.0	1126.0	1805.0	2571.0	905.0	336.0	1180.0	1242.0	877.0	405.0	1936.0	879.0	2405.0	104.0	2297.0	1082.0	895.0	695.0	690.0	1392.0	316.0	569.0	1356.0	1379.0	898.0	2065.0	1853.0	1054.0	699.0	976.0	1066.0	5087.0	364.0	98886.4	1310581.0	1573170.107467
sub-NDARFU916UZY_acq-HCP_T1w	969.0	1433.0	1124.0	1040.0	654.0	1603.0	905.0	1024.0	496.0	208.0	1526.0	1188.0	334.0	1033.0	3064.0	5298.0	463.0	538.0	1686.0	1057.0	1196.0	2170.0	980.0	1895.0	2062.0	2195.0	2918.0	1863.0	1642.0	2596.0	733.0	602.0	309.0	1278.0	662.0	494.0	2222.0	1696.0	215.0	463.0	702.0	1778.0	1220.0	1897.0	1987.0	918.0	425.0	879.0	1374.0	961.0	289.0	1873.0	1039.0	1891.0	310.0	1829.0	1171.0	872.0	506.0	692.0	1435.0	268.0	448.0	963.0	1502.0	1175.0	2731.0	947.0	1168.0	530.0	1060.0	1311.0	4067.0	387.0	94437.6	1249191.0	1498172.338979
sub-NDARGC148JBJ_acq-HCP_T1w	961.0	1177.0	1191.0	1469.0	550.0	1885.0	941.0	1074.0	695.0	280.0	1411.0	1323.0	420.0	1017.0	4281.0	6715.0	704.0	761.0	1917.0	1104.0	1396.0	1967.0	792.0	1970.0	2464.0	2608.0	2189.0	1773.0	1888.0	2337.0	644.0	696.0	408.0	1544.0	837.0	767.0	2546.0	2437.0	290.0	246.0	799.0	1468.0	1388.0	1837.0	2598.0	884.0	529.0	871.0	1647.0	666.0	328.0	2304.0	1174.0	2657.0	394.0	2962.0	919.0	1274.0	654.0	931.0	1828.0	337.0	516.0	1154.0	1383.0	1220.0	2730.0	1754.0	973.0	535.0	979.0	1937.0	5667.0	315.0	107286.0	1457173.0	1866909.341625
sub-NDARGR125APK_acq-HCP_T1w	789.0	922.0	1384.0	1338.0	533.0	1369.0	853.0	1014.0	372.0	184.0	1141.0	670.0	308.0	763.0	3473.0	5473.0	441.0	562.0	1431.0	740.0	1057.0	2066.0	821.0	1582.0	2134.0	2024.0	2065.0	1584.0	1919.0	1964.0	628.0	527.0	270.0	1296.0	530.0	571.0	1671.0	1785.0	236.0	163.0	698.0	1178.0	1020.0	1751.0	2233.0	892.0	295.0	785.0	1087.0	772.0	324.0	1260.0	1124.0	2305.0	246.0	2643.0	732.0	866.0	456.0	608.0	1177.0	254.0	428.0	812.0	1077.0	804.0	2631.0	1074.0	1076.0	432.0	732.0	1106.0	4458.0	235.0	86222.4	1199008.0	1561817.179891
sub-NDARGU067HT7_acq-HCP_T1w	516.0	757.0	1021.0	1471.0	228.0	543.0	585.0	761.0	243.0	243.0	519.0	501.0	70.0	349.0	798.0	2542.0	318.0	279.0	1322.0	564.0	897.0	884.0	602.0	1249.0	1243.0	1002.0	1357.0	743.0	913.0	1258.0	712.0	376.0	241.0	734.0	477.0	474.0	1031.0	1861.0	48.0	133.0	484.0	914.0	758.0	716.0	978.0	444.0	141.0	554.0	698.0	486.0	96.0	547.0	252.0	579.0	42.0	1297.0	538.0	837.0	402.0	511.0	678.0	0.0	359.0	448.0	767.0	730.0	627.0	435.0	493.0	102.0	393.0	703.0	2359.0	67.0	49300.7	855563.0	1693100.863573
sub-NDARGY959RN8_acq-HCP_T1w	757.0	1064.0	1122.0	1132.0	555.0	1546.0	804.0	962.0	475.0	212.0	1481.0	792.0	285.0	639.0	3306.0	4900.0	515.0	574.0	1783.0	1076.0	1370.0	2454.0	787.0	1672.0	2436.0	2461.0	1970.0	2026.0	1835.0	2221.0	614.0	403.0	280.0	1546.0	547.0	1093.0	2152.0	2112.0	259.0	205.0	826.0	1189.0	1163.0	2135.0	2217.0	978.0	366.0	984.0	1280.0	587.0	387.0	1286.0	1005.0	2253.0	341.0	2519.0	660.0	1274.0	472.0	808.0	1804.0	367.0	431.0	975.0	1615.0	883.0	2569.0	1022.0	1233.0	446.0	1214.0	1339.0	4740.0	229.0	94019.2	1233816.0	1526278.794328
sub-NDARHG594GKH_acq-HCP_T1w	583.0	712.0	971.0	1011.0	340.0	1100.0	650.0	743.0	392.0	283.0	1077.0	1057.0	259.0	890.0	3446.0	3572.0	416.0	476.0	1531.0	880.0	1045.0	1613.0	904.0	1266.0	2006.0	2221.0	1765.0	1710.0	1501.0	1334.0	415.0	539.0	325.0	1185.0	422.0	752.0	1439.0	1389.0	301.0	219.0	873.0	1512.0	741.0	1447.0	2005.0	448.0	249.0	803.0	1055.0	621.0	205.0	1248.0	529.0	1663.0	331.0	1544.0	628.0	756.0	383.0	453.0	807.0	144.0	228.0	309.0	953.0	751.0	1595.0	775.0	815.0	232.0	428.0	652.0	3843.0	194.0	71960.6	1005486.0	1388115.945396
sub-NDARHH819LH3_acq-HCP_T1w	977.0	1181.0	1209.0	1090.0	716.0	1935.0	1221.0	845.0	654.0	306.0	1716.0	940.0	315.0	897.0	4886.0	6934.0	457.0	578.0	1939.0	1190.0	1696.0	2819.0	796.0	1773.0	1940.0	2422.0	2529.0	2056.0	2010.0	2636.0	742.0	568.0	295.0	1604.0	637.0	853.0	1988.0	1907.0	276.0	220.0	842.0	1475.0	1197.0	2549.0	2431.0	778.0	381.0	959.0	1470.0	634.0	381.0	2361.0	1547.0	2948.0	520.0	2142.0	837.0	1102.0	590.0	787.0	1702.0	271.0	570.0	1051.0	2483.0	998.0	3081.0	1565.0	1319.0	496.0	1139.0	1399.0	4332.0	371.0	106459.0	1363902.0	1694384.987009
sub-NDARHW933UVJ_acq-HCP_T1w	898.0	1298.0	1292.0	1541.0	549.0	1640.0	901.0	957.0	397.0	196.0	1380.0	1129.0	205.0	616.0	4632.0	5633.0	521.0	611.0	1924.0	1148.0	1357.0	2114.0	942.0	1641.0	2460.0	2893.0	2260.0	2226.0	2791.0	2476.0	619.0	453.0	344.0	1377.0	587.0	855.0	1745.0	1954.0	219.0	155.0	924.0	1558.0	1025.0	1909.0	3090.0	980.0	346.0	1014.0	1443.0	720.0	411.0	1665.0	1909.0	3160.0	373.0	2839.0	1087.0	1122.0	615.0	929.0	1465.0	353.0	279.0	855.0	1607.0	1027.0	3064.0	1859.0	1312.0	488.0	830.0	927.0	4497.0	320.0	102937.0	1309522.0	1686667.377081
sub-NDARJK842BCN_acq-HCP_T1w	839.0	1166.0	1122.0	1186.0	489.0	1640.0	988.0	1067.0	469.0	214.0	1487.0	848.0	202.0	968.0	3518.0	4581.0	445.0	548.0	1440.0	1045.0	1304.0	1673.0	1008.0	1708.0	2007.0	2137.0	1989.0	1440.0	1944.0	1784.0	627.0	534.0	448.0	1582.0	527.0	709.0	1532.0	1990.0	228.0	290.0	781.0	1239.0	1057.0	1646.0	2114.0	829.0	361.0	999.0	1133.0	646.0	418.0	1725.0	1168.0	2104.0	389.0	2058.0	619.0	848.0	781.0	591.0	1511.0	294.0	562.0	789.0	1819.0	1186.0	2165.0	1308.0	1021.0	367.0	762.0	1236.0	5011.0	242.0	89498.3	1191620.0	1527430.891913
sub-NDARJM765EZF_acq-HCP_T1w	938.0	1512.0	1075.0	1234.0	617.0	1809.0	1196.0	941.0	462.0	258.0	1707.0	1015.0	294.0	1118.0	4031.0	6302.0	744.0	635.0	1944.0	922.0	1763.0	2459.0	804.0	1860.0	1818.0	3457.0	3068.0	1565.0	2002.0	2586.0	741.0	456.0	484.0	1894.0	643.0	1145.0	1620.0	2378.0	246.0	348.0	952.0	1516.0	1188.0	2283.0	2337.0	910.0	415.0	977.0	1310.0	606.0	428.0	2294.0	1308.0	2331.0	395.0	2467.0	906.0	1104.0	625.0	652.0	1887.0	360.0	474.0	1274.0	1688.0	966.0	2776.0	1482.0	1095.0	784.0	891.0	1755.0	5332.0	446.0	106307.0	1404936.0	1787626.181903
sub-NDARJT172UE0_acq-HCP_T1w	737.0	1019.0	1088.0	1041.0	448.0	1198.0	880.0	913.0	400.0	167.0	1272.0	831.0	216.0	832.0	3640.0	5395.0	419.0	454.0	1618.0	820.0	1480.0	2093.0	759.0	1468.0	1620.0	1814.0	2078.0	1350.0	1674.0	1745.0	673.0	457.0	407.0	1563.0	405.0	642.0	2274.0	1607.0	161.0	201.0	773.0	1260.0	1263.0	1651.0	2091.0	800.0	309.0	969.0	1030.0	596.0	350.0	1756.0	955.0	2153.0	172.0	2424.0	783.0	853.0	642.0	775.0	1553.0	284.0	450.0	779.0	1518.0	694.0	2258.0	1294.0	850.0	539.0	707.0	1312.0	4606.0	216.0	86522.8	1158708.0	1435653.519556
sub-NDARKU649DB7_acq-HCP_T1w	843.0	1294.0	899.0	913.0	544.0	1470.0	960.0	839.0	476.0	180.0	1230.0	803.0	334.0	945.0	3385.0	4467.0	399.0	368.0	1312.0	854.0	1134.0	1819.0	1167.0	1595.0	1771.0	2043.0	1370.0	2013.0	1374.0	1772.0	616.0	581.0	310.0	1491.0	461.0	762.0	1814.0	2158.0	290.0	211.0	720.0	1376.0	1017.0	1398.0	2203.0	703.0	369.0	1025.0	1303.0	697.0	404.0	1362.0	1520.0	2329.0	105.0	1954.0	746.0	656.0	499.0	886.0	1411.0	304.0	516.0	1023.0	1494.0	806.0	2384.0	926.0	898.0	581.0	1042.0	1149.0	4750.0	323.0	86142.7	1137506.0	1315143.981601
sub-NDARKX528PH3_acq-HCP_T1w	766.0	1383.0	1070.0	1108.0	495.0	1377.0	869.0	837.0	496.0	197.0	1519.0	1053.0	290.0	787.0	3518.0	5056.0	467.0	470.0	2161.0	1130.0	1388.0	2088.0	758.0	1443.0	1768.0	3090.0	2600.0	1444.0	1724.0	2421.0	496.0	162.0	444.0	1283.0	386.0	650.0	1559.0	1657.0	165.0	277.0	776.0	1491.0	954.0	1777.0	1969.0	712.0	294.0	970.0	1222.0	611.0	427.0	1561.0	1222.0	1953.0	75.0	2399.0	1084.0	1050.0	842.0	586.0	1459.0	198.0	394.0	735.0	1231.0	1056.0	2461.0	874.0	984.0	377.0	907.0	968.0	3746.0	402.0	88622.6	1184778.0	1554707.956378
sub-NDARKZ085UKQ_acq-HCP_T1w	905.0	1368.0	1054.0	966.0	584.0	1250.0	741.0	824.0	379.0	190.0	1120.0	913.0	309.0	870.0	3177.0	4939.0	437.0	373.0	1536.0	836.0	1524.0	1834.0	875.0	1893.0	1775.0	1952.0	2173.0	1657.0	1590.0	1784.0	693.0	563.0	299.0	1317.0	509.0	694.0	1516.0	1753.0	224.0	256.0	817.0	1264.0	1114.0	1405.0	2216.0	825.0	357.0	900.0	1132.0	646.0	460.0	1732.0	936.0	2222.0	151.0	2570.0	902.0	894.0	647.0	563.0	1622.0	316.0	551.0	1091.0	1371.0	903.0	2024.0	1195.0	970.0	502.0	830.0	1207.0	4074.0	332.0	86396.9	1227662.0	1424564.394685
sub-NDARKZ312XR1_acq-HCP_T1w	894.0	1173.0	1120.0	976.0	516.0	1834.0	901.0	1053.0	470.0	337.0	1521.0	816.0	293.0	963.0	3579.0	6132.0	476.0	530.0	1290.0	771.0	1103.0	1760.0	1152.0	2015.0	1652.0	1449.0	2156.0	1717.0	1827.0	2059.0	760.0	760.0	338.0	1287.0	516.0	611.0	1778.0	1520.0	220.0	240.0	807.0	1286.0	1126.0	1998.0	2542.0	950.0	523.0	1039.0	1123.0	897.0	274.0	1802.0	1016.0	2310.0	262.0	2081.0	731.0	862.0	484.0	662.0	1369.0	329.0	598.0	1138.0	1956.0	898.0	1942.0	1062.0	1408.0	561.0	750.0	1229.0	3762.0	365.0	90706.2	1288516.0	1774131.281592
sub-NDARLA457ELH_acq-HCP_T1w	612.0	901.0	920.0	1173.0	590.0	1230.0	691.0	844.0	256.0	243.0	635.0	1200.0	354.0	544.0	2421.0	4000.0	277.0	373.0	1400.0	553.0	778.0	928.0	665.0	1282.0	1636.0	1800.0	1276.0	1484.0	1688.0	1450.0	555.0	384.0	273.0	876.0	306.0	696.0	1151.0	1375.0	158.0	91.0	676.0	1064.0	1233.0	694.0	1836.0	658.0	218.0	553.0	846.0	439.0	136.0	995.0	351.0	1357.0	169.0	1685.0	478.0	593.0	346.0	363.0	735.0	251.0	248.0	702.0	526.0	622.0	1744.0	937.0	829.0	284.0	467.0	486.0	2798.0	144.0	63533.9	931715.0	1390392.37919
sub-NDARLJ355VAG_acq-HCP_T1w	581.0	1051.0	911.0	1014.0	607.0	1179.0	650.0	782.0	315.0	198.0	1417.0	952.0	267.0	652.0	2582.0	4594.0	470.0	436.0	1317.0	826.0	1012.0	1890.0	861.0	1174.0	1721.0	2451.0	2131.0	1760.0	1787.0	1866.0	618.0	502.0	292.0	1421.0	317.0	841.0	1802.0	1743.0	153.0	217.0	710.0	1356.0	1088.0	1578.0	2262.0	708.0	276.0	838.0	1021.0	531.0	336.0	1451.0	733.0	1489.0	303.0	1875.0	821.0	553.0	408.0	451.0	1297.0	250.0	427.0	533.0	1316.0	613.0	2418.0	1018.0	988.0	382.0	631.0	933.0	4094.0	288.0	79333.5	1037864.0	1331848.224133
sub-NDARLK551KXD_acq-HCP_T1w	649.0	1150.0	978.0	967.0	248.0	1228.0	770.0	842.0	398.0	169.0	1364.0	837.0	222.0	714.0	2908.0	3887.0	417.0	406.0	1859.0	972.0	1208.0	2156.0	935.0	1688.0	1983.0	2699.0	1831.0	1637.0	1737.0	1619.0	571.0	384.0	468.0	1358.0	402.0	716.0	1758.0	1425.0	129.0	270.0	843.0	1564.0	871.0	2049.0	2016.0	637.0	355.0	915.0	1026.0	553.0	380.0	1264.0	1098.0	1685.0	140.0	1942.0	1136.0	878.0	491.0	571.0	1286.0	305.0	261.0	822.0	1497.0	694.0	1880.0	1255.0	1003.0	313.0	436.0	857.0	4206.0	285.0	81474.4	1076651.0	1391704.105301
sub-NDARLR924YAV_acq-HCP_T1w	1119.0	1157.0	1004.0	955.0	464.0	1448.0	781.0	875.0	519.0	304.0	1722.0	822.0	283.0	844.0	3490.0	5174.0	432.0	492.0	1885.0	1125.0	1196.0	2717.0	749.0	1768.0	1998.0	1733.0	2204.0	1480.0	1490.0	1782.0	571.0	492.0	287.0	1358.0	633.0	570.0	2168.0	2023.0	196.0	270.0	779.0	1524.0	1010.0	2069.0	2029.0	815.0	339.0	880.0	1176.0	668.0	462.0	1450.0	912.0	2401.0	131.0	2550.0	1053.0	1034.0	725.0	921.0	1922.0	328.0	440.0	1098.0	1795.0	928.0	2232.0	1179.0	897.0	433.0	651.0	1293.0	4932.0	280.0	91913.0	1239357.0	1518227.96142
sub-NDARMK046ZRK_acq-HCP_T1w	833.0	1220.0	1100.0	1121.0	482.0	1445.0	962.0	1030.0	514.0	225.0	1749.0	966.0	329.0	797.0	2582.0	4646.0	462.0	539.0	1338.0	1190.0	1272.0	1982.0	1098.0	1875.0	1841.0	2499.0	2624.0	1490.0	1669.0	2009.0	621.0	500.0	370.0	1337.0	562.0	709.0	1796.0	1433.0	270.0	270.0	831.0	1397.0	1230.0	2245.0	2264.0	823.0	489.0	1099.0	1297.0	988.0	284.0	1488.0	789.0	1638.0	324.0	2337.0	586.0	1103.0	419.0	625.0	1519.0	363.0	624.0	992.0	1644.0	875.0	2391.0	1205.0	963.0	481.0	849.0	1176.0	4375.0	265.0	89737.2	1178631.0	1401293.514389
sub-NDARMT939UCK_acq-HCP_T1w	1155.0	1451.0	1027.0	1001.0	496.0	1981.0	1258.0	1210.0	454.0	177.0	1475.0	1087.0	383.0	1028.0	4546.0	5860.0	507.0	472.0	1696.0	940.0	1378.0	2169.0	1111.0	2153.0	1431.0	1919.0	1838.0	1889.0	2430.0	1642.0	829.0	601.0	441.0	1882.0	537.0	845.0	2102.0	1947.0	296.0	369.0	856.0	1378.0	1250.0	1539.0	2629.0	673.0	535.0	1191.0	1255.0	948.0	364.0	2146.0	1125.0	3223.0	251.0	1877.0	1001.0	749.0	843.0	875.0	1442.0	331.0	378.0	1401.0	1797.0	1102.0	2655.0	1216.0	1348.0	528.0	610.0	1540.0	4966.0	297.0	100327.0	1321161.0	1655427.065931
sub-NDARMY873XG5_acq-HCP_T1w	940.0	1229.0	1077.0	1383.0	399.0	1798.0	1007.0	1104.0	577.0	217.0	1631.0	1130.0	402.0	797.0	3424.0	6611.0	548.0	593.0	2109.0	1206.0	1167.0	2632.0	1021.0	1662.0	2349.0	2385.0	2326.0	1795.0	2288.0	2162.0	600.0	584.0	466.0	1549.0	519.0	941.0	2025.0	2139.0	259.0	219.0	832.0	1432.0	1146.0	1673.0	2685.0	805.0	354.0	1084.0	1245.0	889.0	383.0	1928.0	1169.0	2887.0	277.0	2899.0	744.0	1249.0	631.0	585.0	1696.0	241.0	505.0	916.0	1684.0	1106.0	2625.0	1263.0	1144.0	614.0	1079.0	1439.0	4798.0	312.0	101593.0	1309198.0	1738602.948606
sub-NDARNA421FL7_acq-HCP_T1w	1261.0	1470.0	1155.0	1196.0	715.0	1734.0	1131.0	1280.0	580.0	207.0	1474.0	859.0	334.0	969.0	4356.0	6436.0	581.0	605.0	1488.0	1061.0	1426.0	2499.0	1318.0	2111.0	2322.0	2211.0	3300.0	2212.0	1965.0	2106.0	661.0	583.0	330.0	1586.0	685.0	862.0	2307.0	2229.0	279.0	168.0	739.0	1438.0	1318.0	1736.0	2572.0	774.0	387.0	1129.0	1441.0	868.0	479.0	1517.0	1819.0	2761.0	499.0	2961.0	593.0	871.0	416.0	850.0	1811.0	357.0	494.0	959.0	1617.0	1117.0	2891.0	1434.0	1002.0	604.0	743.0	1392.0	5341.0	404.0	105388.0	1366506.0	1789920.345356
sub-NDARNW528VXP_acq-HCP_T1w	923.0	1186.0	1041.0	952.0	573.0	1633.0	1215.0	1148.0	348.0	178.0	1740.0	849.0	308.0	1094.0	4184.0	4893.0	556.0	567.0	1732.0	1220.0	1521.0	2616.0	835.0	1672.0	1814.0	2195.0	2035.0	1624.0	1801.0	1693.0	682.0	513.0	393.0	1482.0	549.0	695.0	1941.0	1880.0	239.0	328.0	826.0	1888.0	1344.0	2100.0	2362.0	878.0	341.0	1089.0	1306.0	661.0	372.0	1894.0	1021.0	2196.0	398.0	2371.0	867.0	1124.0	611.0	742.0	1415.0	287.0	535.0	1069.0	1801.0	835.0	2390.0	1096.0	922.0	577.0	678.0	1260.0	4523.0	385.0	95011.6	1269263.0	1629364.557444
sub-NDARPH176EWC_acq-HCP_T1w	900.0	1373.0	940.0	864.0	535.0	1720.0	685.0	833.0	436.0	236.0	1819.0	950.0	293.0	984.0	3060.0	4932.0	383.0	356.0	1354.0	966.0	1274.0	2246.0	980.0	1665.0	1398.0	1552.0	1815.0	1338.0	1933.0	1469.0	649.0	510.0	406.0	1257.0	566.0	736.0	1394.0	1541.0	281.0	93.0	720.0	1645.0	1088.0	2179.0	2386.0	816.0	403.0	888.0	1148.0	852.0	419.0	1603.0	1354.0	2034.0	313.0	2191.0	893.0	889.0	628.0	606.0	1478.0	183.0	522.0	1200.0	1558.0	648.0	1729.0	1140.0	1267.0	536.0	713.0	1066.0	3805.0	284.0	85907.2	1143906.0	1434544.614068
sub-NDARPH542LMH_acq-HCP_T1w	1124.0	1357.0	1151.0	1254.0	635.0	1854.0	1224.0	1318.0	420.0	187.0	1638.0	1328.0	518.0	1268.0	4790.0	5769.0	505.0	601.0	1698.0	1233.0	1726.0	2162.0	1310.0	2139.0	2330.0	2493.0	1948.0	1663.0	1595.0	1737.0	785.0	406.0	339.0	1458.0	603.0	968.0	2103.0	2211.0	204.0	461.0	957.0	1528.0	1148.0	1879.0	2090.0	792.0	526.0	1130.0	1350.0	922.0	481.0	2614.0	1778.0	2619.0	267.0	2261.0	966.0	1204.0	531.0	709.0	1865.0	502.0	493.0	1156.0	1853.0	1253.0	2326.0	1233.0	844.0	580.0	788.0	1235.0	5444.0	377.0	104214.0	1371479.0	1676604.326229
sub-NDARPR537HF5_acq-HCP_T1w	977.0	888.0	967.0	1125.0	610.0	1139.0	819.0	879.0	402.0	238.0	1213.0	892.0	281.0	709.0	2557.0	4620.0	404.0	419.0	1217.0	938.0	1030.0	1530.0	701.0	1279.0	1527.0	2054.0	1762.0	1357.0	1564.0	1973.0	650.0	206.0	394.0	1177.0	471.0	554.0	1402.0	1371.0	246.0	241.0	813.0	1312.0	973.0	1464.0	2038.0	804.0	302.0	877.0	1218.0	511.0	348.0	1289.0	1036.0	1641.0	174.0	2025.0	832.0	785.0	520.0	663.0	1184.0	394.0	364.0	834.0	1214.0	756.0	2009.0	893.0	1076.0	421.0	751.0	914.0	2813.0	283.0	76312.6	1021113.0	1292459.161091
sub-NDARPT670LAY_acq-HCP_T1w	933.0	1763.0	1274.0	1205.0	616.0	1964.0	1427.0	1269.0	450.0	274.0	1637.0	1338.0	426.0	1183.0	4116.0	6181.0	516.0	524.0	1727.0	998.0	1855.0	2703.0	1254.0	1849.0	2484.0	2305.0	2159.0	2157.0	2226.0	1893.0	651.0	494.0	415.0	1834.0	613.0	822.0	2147.0	2255.0	359.0	197.0	892.0	1474.0	1405.0	2086.0	2626.0	865.0	440.0	1074.0	1405.0	922.0	501.0	2396.0	1216.0	2575.0	589.0	1972.0	702.0	802.0	669.0	616.0	1734.0	314.0	475.0	1086.0	1507.0	1244.0	2698.0	1611.0	1218.0	710.0	881.0	1544.0	5590.0	257.0	106590.0	1373547.0	1665815.430168
