lh.aparc.a2009s.area	lh_G&S_frontomargin_area	lh_G&S_occipital_inf_area	lh_G&S_paracentral_area	lh_G&S_subcentral_area	lh_G&S_transv_frontopol_area	lh_G&S_cingul-Ant_area	lh_G&S_cingul-Mid-Ant_area	lh_G&S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg&S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet&P_trans_area	lh_S_oc_middle&Lunatus_area	lh_S_oc_sup&transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med&Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-NDARUG323DM3_acq-HCP_T1w	517.0	1031.0	925.0	1075.0	440.0	1373.0	754.0	783.0	467.0	255.0	1172.0	834.0	272.0	707.0	3104.0	4655.0	503.0	413.0	1434.0	994.0	1072.0	2013.0	940.0	1098.0	2369.0	2076.0	2187.0	1714.0	1838.0	1909.0	658.0	483.0	333.0	1449.0	392.0	772.0	1635.0	1738.0	192.0	189.0	782.0	1547.0	994.0	1370.0	2447.0	706.0	273.0	823.0	1075.0	609.0	306.0	1536.0	746.0	1770.0	413.0	2594.0	913.0	1036.0	470.0	674.0	1503.0	160.0	283.0	639.0	1458.0	890.0	2275.0	1208.0	932.0	379.0	739.0	809.0	4540.0	220.0	83881.2	1126432.0	1543438.506024
sub-NDARUK054GTN_acq-HCP_T1w	743.0	1088.0	1087.0	1082.0	537.0	1094.0	741.0	727.0	387.0	206.0	1444.0	820.0	314.0	639.0	3085.0	4673.0	489.0	457.0	2478.0	979.0	1184.0	1854.0	852.0	1406.0	1967.0	1743.0	2243.0	1649.0	1785.0	2416.0	535.0	451.0	289.0	1277.0	471.0	523.0	1721.0	1740.0	129.0	120.0	627.0	1571.0	939.0	1433.0	2517.0	666.0	319.0	752.0	1082.0	817.0	361.0	1445.0	872.0	1976.0	261.0	2103.0	1298.0	1118.0	695.0	551.0	1209.0	210.0	356.0	840.0	1648.0	783.0	2255.0	1235.0	600.0	324.0	836.0	1323.0	4024.0	209.0	84686.2	1114132.0	1433928.204905
sub-NDARUK719URM_acq-HCP_T1w	914.0	1210.0	1292.0	1120.0	482.0	1273.0	735.0	971.0	499.0	214.0	1534.0	919.0	289.0	984.0	3629.0	4920.0	385.0	397.0	1693.0	1292.0	1587.0	1926.0	895.0	1440.0	1652.0	2047.0	2621.0	1321.0	1741.0	2318.0	516.0	596.0	340.0	1319.0	618.0	692.0	1746.0	1290.0	276.0	229.0	742.0	1473.0	1172.0	1822.0	2114.0	975.0	322.0	1121.0	1130.0	678.0	457.0	1482.0	1206.0	1909.0	221.0	2210.0	980.0	1323.0	707.0	899.0	1755.0	244.0	456.0	774.0	1593.0	782.0	2185.0	1314.0	857.0	445.0	939.0	868.0	3770.0	261.0	89111.2	1221629.0	1542056.070957
sub-NDARUP249AMD_acq-HCP_T1w	784.0	1193.0	868.0	858.0	456.0	909.0	632.0	737.0	312.0	159.0	1201.0	888.0	260.0	767.0	2462.0	3767.0	413.0	424.0	1371.0	881.0	955.0	1819.0	842.0	1566.0	1268.0	1449.0	1922.0	1228.0	1533.0	1621.0	533.0	311.0	316.0	1235.0	352.0	482.0	1311.0	1319.0	178.0	196.0	628.0	1537.0	973.0	1368.0	1921.0	630.0	340.0	875.0	946.0	730.0	376.0	1474.0	625.0	1629.0	151.0	1646.0	1128.0	969.0	498.0	517.0	1265.0	257.0	439.0	996.0	1169.0	512.0	1730.0	1002.0	960.0	399.0	730.0	1043.0	3210.0	302.0	72753.1	996932.0	1268628.002002
sub-NDARUW816MP3_acq-HCP_T1w	1089.0	1304.0	1406.0	1022.0	566.0	1794.0	1065.0	959.0	422.0	247.0	1411.0	1021.0	435.0	903.0	2975.0	5257.0	456.0	454.0	1954.0	1321.0	1428.0	2446.0	801.0	2259.0	2033.0	2075.0	2822.0	1704.0	2238.0	1946.0	715.0	486.0	283.0	1511.0	535.0	1300.0	1768.0	1860.0	245.0	298.0	894.0	1366.0	1033.0	2055.0	2506.0	1062.0	422.0	1021.0	1286.0	568.0	498.0	1975.0	995.0	2144.0	285.0	2405.0	1182.0	1172.0	705.0	553.0	1646.0	269.0	404.0	1215.0	1801.0	1006.0	2470.0	1363.0	1308.0	574.0	948.0	1307.0	4664.0	197.0	98116.1	1287066.0	1606291.999457
sub-NDARVG958MHH_acq-HCP_T1w	1028.0	1032.0	1079.0	1100.0	935.0	1642.0	810.0	920.0	412.0	195.0	1660.0	1104.0	405.0	919.0	3026.0	5610.0	408.0	488.0	1390.0	897.0	1117.0	2618.0	1184.0	1559.0	1790.0	2931.0	2893.0	1844.0	1923.0	2179.0	649.0	687.0	391.0	1225.0	493.0	627.0	2115.0	1822.0	324.0	295.0	777.0	1341.0	1126.0	1855.0	2544.0	827.0	366.0	921.0	1308.0	678.0	416.0	1929.0	1232.0	2154.0	216.0	2448.0	672.0	839.0	423.0	622.0	1561.0	267.0	491.0	854.0	1736.0	807.0	2746.0	1433.0	1009.0	509.0	1024.0	1505.0	4052.0	280.0	94696.4	1255604.0	1603115.763248
sub-NDARWC427JB2_acq-HCP_T1w	850.0	944.0	952.0	1070.0	387.0	1741.0	854.0	927.0	371.0	228.0	1143.0	848.0	243.0	673.0	3217.0	5452.0	436.0	460.0	1409.0	749.0	1025.0	1926.0	891.0	1641.0	1377.0	1656.0	1580.0	1321.0	1509.0	1544.0	654.0	357.0	276.0	1167.0	501.0	648.0	1770.0	1566.0	195.0	182.0	754.0	1215.0	1071.0	1593.0	2030.0	700.0	298.0	881.0	994.0	609.0	383.0	1750.0	775.0	2626.0	100.0	1857.0	649.0	948.0	583.0	644.0	1655.0	215.0	485.0	1023.0	1081.0	765.0	1357.0	1261.0	968.0	434.0	671.0	1240.0	3428.0	272.0	80053.6	1161191.0	1512391.43109
sub-NDARWM656UWL_acq-HCP_T1w	813.0	929.0	982.0	741.0	522.0	1310.0	748.0	847.0	348.0	182.0	1177.0	827.0	368.0	735.0	2954.0	4504.0	452.0	477.0	1398.0	848.0	1025.0	2239.0	764.0	1493.0	1404.0	1448.0	1929.0	1247.0	1382.0	1897.0	680.0	407.0	405.0	1176.0	395.0	472.0	1534.0	1746.0	196.0	233.0	621.0	1026.0	1138.0	1353.0	1944.0	715.0	341.0	1017.0	1139.0	601.0	346.0	1580.0	859.0	1716.0	195.0	2022.0	652.0	967.0	643.0	593.0	1066.0	389.0	437.0	949.0	1341.0	770.0	1771.0	1098.0	833.0	537.0	654.0	1013.0	3598.0	212.0	77365.0	1025493.0	1361574.608703
sub-NDARWR628EFJ_acq-HCP_T1w	1220.0	1251.0	1214.0	1300.0	708.0	2275.0	1097.0	1050.0	513.0	245.0	1998.0	1295.0	280.0	1071.0	3460.0	5552.0	574.0	611.0	1733.0	1395.0	1322.0	2434.0	701.0	1835.0	1841.0	2769.0	1913.0	1727.0	1722.0	1942.0	765.0	473.0	420.0	1429.0	586.0	1056.0	1931.0	2253.0	254.0	419.0	917.0	1591.0	1496.0	2562.0	2098.0	985.0	379.0	993.0	1387.0	837.0	387.0	1914.0	1413.0	2221.0	314.0	2520.0	1135.0	999.0	703.0	682.0	1186.0	381.0	529.0	1135.0	1949.0	990.0	2747.0	1156.0	921.0	606.0	610.0	1279.0	4591.0	283.0	100529.0	1277796.0	1647658.210152
sub-NDARWV794VM2_acq-HCP_T1w	1004.0	1078.0	1019.0	1304.0	463.0	1593.0	980.0	1049.0	450.0	207.0	1766.0	863.0	255.0	450.0	3119.0	4600.0	522.0	524.0	1912.0	1309.0	1309.0	2393.0	985.0	1826.0	2111.0	2340.0	2281.0	1623.0	1794.0	1960.0	655.0	378.0	444.0	1383.0	537.0	675.0	1684.0	1557.0	185.0	142.0	794.0	1321.0	1149.0	2032.0	2236.0	847.0	294.0	781.0	1030.0	676.0	407.0	1217.0	1348.0	2383.0	378.0	2336.0	643.0	1351.0	603.0	793.0	1545.0	367.0	413.0	974.0	1831.0	982.0	2899.0	1382.0	1042.0	554.0	809.0	959.0	3806.0	476.0	91389.5	1167477.0	1528635.918815
sub-NDARXF203DCD_acq-HCP_T1w	1151.0	912.0	1159.0	1029.0	564.0	1701.0	1158.0	1021.0	496.0	229.0	1551.0	1160.0	386.0	734.0	4160.0	6303.0	550.0	661.0	1236.0	1051.0	1101.0	1669.0	1179.0	1757.0	2023.0	2043.0	2417.0	1538.0	2328.0	1766.0	752.0	550.0	403.0	1658.0	511.0	758.0	2290.0	1668.0	274.0	228.0	723.0	1343.0	1177.0	1719.0	2442.0	781.0	430.0	1195.0	1341.0	1007.0	298.0	2061.0	1145.0	2822.0	545.0	2215.0	575.0	688.0	452.0	785.0	1454.0	446.0	565.0	1031.0	1648.0	965.0	2363.0	1246.0	1345.0	451.0	587.0	1154.0	4873.0	205.0	96199.4	1250170.0	1547788.049684
sub-NDARXV445NYZ_acq-HCP_T1w	980.0	1097.0	1305.0	1021.0	501.0	1281.0	814.0	1004.0	514.0	207.0	1376.0	988.0	308.0	897.0	3011.0	5790.0	311.0	407.0	1626.0	853.0	1262.0	2605.0	758.0	1549.0	2209.0	2130.0	2123.0	1586.0	1902.0	2322.0	508.0	452.0	324.0	1370.0	422.0	669.0	1606.0	1983.0	230.0	238.0	632.0	1276.0	1209.0	2274.0	2371.0	947.0	410.0	819.0	1038.0	462.0	445.0	1704.0	1106.0	2668.0	242.0	2647.0	793.0	858.0	768.0	891.0	1533.0	481.0	403.0	1043.0	1343.0	772.0	2380.0	978.0	872.0	526.0	1072.0	1360.0	4524.0	248.0	91626.7	1179228.0	1395227.950398
sub-NDARZG690NHH_acq-HCP_T1w	818.0	1181.0	999.0	1151.0	578.0	1442.0	994.0	1146.0	506.0	170.0	1513.0	1219.0	361.0	1101.0	3295.0	5348.0	496.0	444.0	1778.0	1016.0	1102.0	2549.0	955.0	1767.0	1721.0	2291.0	2197.0	1283.0	1986.0	2081.0	598.0	497.0	363.0	1336.0	535.0	821.0	1845.0	1758.0	263.0	336.0	942.0	1622.0	1037.0	1930.0	2127.0	829.0	384.0	903.0	1310.0	840.0	470.0	2063.0	863.0	1814.0	321.0	2574.0	975.0	829.0	591.0	656.0	1735.0	357.0	439.0	1080.0	1746.0	947.0	2369.0	1124.0	897.0	465.0	821.0	1440.0	4246.0	315.0	92901.8	1279023.0	1602095.459925
sub-NDARZR529EJ1_acq-HCP_T1w	967.0	1287.0	1231.0	1077.0	472.0	1727.0	1030.0	1214.0	625.0	210.0	1358.0	1035.0	322.0	1087.0	3359.0	7208.0	465.0	621.0	2080.0	1206.0	2100.0	2530.0	974.0	1797.0	1834.0	2270.0	2410.0	1774.0	1945.0	2260.0	640.0	490.0	468.0	1489.0	567.0	1057.0	1767.0	1837.0	305.0	361.0	999.0	1582.0	1096.0	2010.0	2499.0	1033.0	399.0	1019.0	1379.0	798.0	428.0	1936.0	1446.0	2633.0	244.0	2166.0	1172.0	1247.0	738.0	800.0	1765.0	391.0	473.0	845.0	1899.0	1026.0	2507.0	1231.0	1261.0	522.0	614.0	1139.0	4654.0	519.0	101926.0	1312802.0	1743171.441639
sub-NDARZV983XK9_acq-HCP_T1w	687.0	803.0	1229.0	978.0	397.0	1274.0	637.0	814.0	347.0	182.0	1148.0	588.0	159.0	665.0	1670.0	3174.0	329.0	545.0	904.0	813.0	960.0	1332.0	1080.0	1180.0	1232.0	1387.0	1501.0	1275.0	1048.0	1786.0	732.0	387.0	237.0	1106.0	335.0	379.0	1244.0	1541.0	152.0	25.0	653.0	1841.0	826.0	1309.0	1654.0	648.0	491.0	818.0	1101.0	512.0	261.0	704.0	461.0	928.0	32.0	1121.0	679.0	407.0	339.0	445.0	1051.0	129.0	361.0	341.0	1001.0	957.0	1132.0	445.0	378.0	403.0	536.0	654.0	2574.0	232.0	61686.6	924851.0	1454945.039151
